DATE,BUNDESLAND,BENZIN INSGESAMT,DARUNTER EURO 6,DIESEL INSGESAMT,DARUNTER EURO 61,FLUSSIGGAS (LPG) (EINSCHL. BIVALENT),ERDGAS (CNG) (EINSCHL. BIVALENT),ELEKTRO (BEV),HYBRID,DARUNTER PLUG-IN,SONSTIGE
202012,SAARLAND,1876.0,1874.0,788.0,788.0,5.0,2.0,554.0,935.0,376.0,
202012,SACHSEN,4742.0,4737.0,2539.0,2538.0,42.0,18.0,1087.0,2542.0,1031.0,2.0
202012,SACHSEN-ANHALT,2563.0,2558.0,1251.0,1251.0,24.0,13.0,475.0,1160.0,438.0,2.0
202012,SCHLESWIG-HOLSTEIN,3278.0,3274.0,1876.0,1876.0,30.0,10.0,1322.0,1980.0,996.0,
202012,THÜRINGEN,2494.0,2493.0,1436.0,1436.0,32.0,6.0,540.0,1259.0,527.0,
202012,SONSTIGE,39.0,39.0,135.0,135.0,,,113.0,113.0,101.0,
202012,DEUTSCHLAND,117228.0,116805.0,67642.0,67562.0,1404.0,315.0,43671.0,81108.0,39107.0,26.0
202011,BADEN-WÜRTTEMBERG,15498.0,15454.0,10474.0,10467.0,104.0,47.0,5535.0,11757.0,6031.0,1.0
202011,BAYERN,21024.0,20840.0,14933.0,14878.0,126.0,77.0,5078.0,14509.0,5161.0,5.0
202011,BERLIN,3295.0,3281.0,1507.0,1507.0,22.0,14.0,712.0,2154.0,942.0,2.0
202011,BRANDENBURG,2677.0,2671.0,1383.0,1383.0,25.0,5.0,429.0,1312.0,496.0,
202011,BREMEN,707.0,707.0,480.0,480.0,4.0,2.0,109.0,502.0,262.0,
202011,HAMBURG,2559.0,2555.0,2175.0,2174.0,6.0,5.0,569.0,1587.0,762.0,8.0
202011,HESSEN,12478.0,12465.0,7845.0,7843.0,90.0,75.0,2358.0,7092.0,2872.0,1.0
202011,MECKLENBURG-VORPOMMERN,1615.0,1614.0,872.0,872.0,13.0,14.0,285.0,650.0,204.0,
202011,NIEDERSACHSEN,11969.0,11857.0,6363.0,6346.0,86.0,77.0,3232.0,6236.0,3378.0,1.0
202011,NORDRHEIN-WESTFALEN,25810.0,25779.0,13681.0,13680.0,339.0,151.0,6421.0,15866.0,6623.0,3.0
202011,RHEINLAND-PFALZ,4770.0,4752.0,2631.0,2629.0,44.0,11.0,1323.0,2755.0,1234.0,
202011,SAARLAND,1609.0,1608.0,888.0,888.0,3.0,1.0,325.0,1020.0,229.0,
202011,SACHSEN,4695.0,4690.0,2477.0,2477.0,54.0,15.0,701.0,2232.0,740.0,1.0
202011,SACHSEN-ANHALT,2626.0,2624.0,1255.0,1255.0,20.0,9.0,320.0,1092.0,374.0,1.0
202011,SCHLESWIG-HOLSTEIN,3078.0,3073.0,2051.0,2051.0,35.0,16.0,1110.0,1871.0,844.0,2.0
202011,THÜRINGEN,2659.0,2657.0,1546.0,1546.0,22.0,9.0,452.0,1191.0,420.0,
202011,SONSTIGE,42.0,42.0,63.0,63.0,,,6.0,78.0,49.0,
202011,DEUTSCHLAND,117111.0,116669.0,70624.0,70539.0,993.0,528.0,28965.0,71904.0,30621.0,25.0
202010,BADEN-WÜRTTEMBERG,16276.0,16229.0,11511.0,11506.0,103.0,76.0,4277.0,10302.0,5079.0,3.0
202010,BAYERN,21363.0,21060.0,16180.0,16133.0,103.0,111.0,4665.0,13612.0,4564.0,7.0
202010,BERLIN,2527.0,2519.0,1161.0,1161.0,10.0,12.0,434.0,1505.0,592.0,1.0
202010,BRANDENBURG,2716.0,2713.0,1206.0,1204.0,24.0,16.0,397.0,1150.0,421.0,
202010,BREMEN,589.0,588.0,495.0,495.0,5.0,2.0,107.0,443.0,200.0,1.0
202010,HAMBURG,4007.0,4001.0,2811.0,2811.0,5.0,8.0,535.0,1642.0,700.0,
202010,HESSEN,11984.0,11967.0,6881.0,6879.0,75.0,47.0,1671.0,5928.0,2074.0,
202010,MECKLENBURG-VORPOMMERN,1443.0,1442.0,805.0,805.0,6.0,8.0,148.0,593.0,156.0,
202010,NIEDERSACHSEN,12212.0,12109.0,7329.0,7309.0,92.0,69.0,2829.0,4921.0,2441.0,3.0
202010,NORDRHEIN-WESTFALEN,23260.0,23237.0,12520.0,12519.0,302.0,130.0,4690.0,13901.0,5461.0,10.0
202010,RHEINLAND-PFALZ,4877.0,4864.0,2604.0,2602.0,63.0,23.0,1059.0,2468.0,1023.0,
202010,SAARLAND,1715.0,1715.0,700.0,700.0,4.0,3.0,224.0,833.0,203.0,1.0
202010,SACHSEN,4629.0,4626.0,2778.0,2778.0,29.0,20.0,635.0,2066.0,638.0,
202010,SACHSEN-ANHALT,2466.0,2462.0,1196.0,1196.0,14.0,8.0,264.0,944.0,306.0,
202010,SCHLESWIG-HOLSTEIN,2774.0,2768.0,1845.0,1845.0,21.0,18.0,921.0,1512.0,658.0,
202010,THÜRINGEN,2501.0,2499.0,1295.0,1294.0,16.0,15.0,298.0,1066.0,321.0,
202010,SONSTIGE,43.0,43.0,53.0,53.0,,,4.0,43.0,22.0,
202010,DEUTSCHLAND,115382.0,114842.0,71370.0,71290.0,872.0,566.0,23158.0,62929.0,24859.0,26.0
202009,BADEN-WÜRTTEMBERG,16486.0,16455.0,10503.0,10499.0,93.0,98.0,3583.0,8533.0,3778.0,
202009,BAYERN,22485.0,22275.0,13308.0,13271.0,80.0,99.0,4358.0,11642.0,3837.0,9.0
202009,BERLIN,2562.0,2558.0,1194.0,1194.0,11.0,17.0,558.0,1658.0,782.0,4.0
202009,BRANDENBURG,2782.0,2779.0,1115.0,1115.0,13.0,22.0,407.0,965.0,311.0,
202009,BREMEN,680.0,679.0,436.0,436.0,6.0,14.0,100.0,363.0,188.0,
202009,HAMBURG,3591.0,3590.0,4130.0,4130.0,9.0,11.0,399.0,1697.0,559.0,4.0
202009,HESSEN,13224.0,13214.0,7140.0,7139.0,69.0,50.0,1596.0,4630.0,1766.0,2.0
202009,MECKLENBURG-VORPOMMERN,1575.0,1575.0,798.0,798.0,14.0,9.0,239.0,513.0,168.0,
202009,NIEDERSACHSEN,12400.0,12262.0,6978.0,6964.0,78.0,77.0,2249.0,4284.0,1742.0,3.0
202009,NORDRHEIN-WESTFALEN,24526.0,24493.0,12562.0,12561.0,293.0,137.0,4436.0,12072.0,4338.0,8.0
202009,RHEINLAND-PFALZ,5003.0,4994.0,2605.0,2604.0,60.0,13.0,978.0,2097.0,797.0,
202009,SAARLAND,1758.0,1754.0,680.0,680.0,4.0,3.0,193.0,742.0,173.0,
202009,SACHSEN,4881.0,4876.0,2334.0,2334.0,34.0,20.0,616.0,1801.0,494.0,
202009,SACHSEN-ANHALT,2858.0,2856.0,1042.0,1042.0,18.0,14.0,276.0,760.0,227.0,1.0
202009,SCHLESWIG-HOLSTEIN,3155.0,3148.0,1754.0,1754.0,23.0,12.0,882.0,1345.0,622.0,10.0
202009,THÜRINGEN,2655.0,2654.0,1304.0,1304.0,4.0,10.0,313.0,896.0,322.0,1.0
202009,SONSTIGE,24.0,24.0,18.0,18.0,,,5.0,38.0,23.0,
202009,DEUTSCHLAND,120645.0,120186.0,67901.0,67843.0,809.0,606.0,21188.0,54036.0,20127.0,42.0
202008,BADEN-WÜRTTEMBERG,15865.0,15820.0,10429.0,10420.0,104.0,92.0,2535.0,6932.0,3010.0,3.0
202008,BAYERN,22257.0,21973.0,15440.0,15381.0,73.0,113.0,3146.0,10085.0,3019.0,1.0
202008,BERLIN,3546.0,3535.0,1631.0,1631.0,9.0,24.0,517.0,1922.0,691.0,2.0
202008,BRANDENBURG,2518.0,2514.0,1158.0,1158.0,15.0,22.0,288.0,883.0,310.0,1.0
202008,BREMEN,634.0,634.0,421.0,421.0,3.0,1.0,82.0,295.0,123.0,
202008,HAMBURG,3241.0,3236.0,3154.0,3153.0,8.0,10.0,377.0,1177.0,421.0,5.0
202008,HESSEN,13355.0,13340.0,6815.0,6814.0,69.0,63.0,1240.0,3845.0,1535.0,11.0
202008,MECKLENBURG-VORPOMMERN,1784.0,1783.0,751.0,751.0,8.0,7.0,167.0,430.0,128.0,
202008,NIEDERSACHSEN,11980.0,11862.0,7192.0,7169.0,60.0,74.0,2061.0,3688.0,1519.0,1.0
202008,NORDRHEIN-WESTFALEN,24092.0,24069.0,12654.0,12653.0,278.0,172.0,3301.0,10715.0,4202.0,7.0
202008,RHEINLAND-PFALZ,4858.0,4831.0,2610.0,2608.0,35.0,23.0,798.0,1750.0,705.0,1.0
202008,SAARLAND,1698.0,1698.0,598.0,598.0,9.0,2.0,155.0,537.0,162.0,
202008,SACHSEN,4351.0,4347.0,2299.0,2299.0,44.0,18.0,380.0,1428.0,365.0,2.0
202008,SACHSEN-ANHALT,2110.0,2107.0,1013.0,1013.0,10.0,12.0,182.0,630.0,171.0,
202008,SCHLESWIG-HOLSTEIN,3020.0,3012.0,2006.0,2006.0,33.0,16.0,643.0,1095.0,469.0,
202008,THÜRINGEN,2559.0,2556.0,1151.0,1150.0,15.0,10.0,199.0,734.0,242.0,
202008,SONSTIGE,29.0,29.0,94.0,94.0,1.0,,5.0,42.0,23.0,
202008,DEUTSCHLAND,117897.0,117346.0,69416.0,69319.0,774.0,659.0,16076.0,46188.0,17095.0,34.0
202007,BADEN-WÜRTTEMBERG,21267.0,21220.0,13846.0,13841.0,106.0,229.0,3075.0,8440.0,3454.0,6.0
202007,BAYERN,29625.0,29232.0,19820.0,19756.0,102.0,156.0,3242.0,12082.0,3829.0,4.0
202007,BERLIN,2494.0,2482.0,1107.0,1106.0,8.0,20.0,255.0,886.0,379.0,1.0
202007,BRANDENBURG,3355.0,3347.0,1403.0,1403.0,15.0,27.0,266.0,943.0,327.0,1.0
202007,BREMEN,914.0,910.0,585.0,585.0,5.0,5.0,89.0,371.0,143.0,
202007,HAMBURG,4945.0,4944.0,3976.0,3976.0,5.0,29.0,294.0,1742.0,403.0,
202007,HESSEN,16959.0,16940.0,9482.0,9482.0,78.0,80.0,1359.0,4675.0,1872.0,15.0
202007,MECKLENBURG-VORPOMMERN,1761.0,1759.0,923.0,922.0,12.0,7.0,113.0,492.0,138.0,1.0
202007,NIEDERSACHSEN,16922.0,16824.0,9983.0,9970.0,70.0,101.0,1996.0,4394.0,1912.0,1.0
202007,NORDRHEIN-WESTFALEN,31003.0,30971.0,15713.0,15711.0,249.0,181.0,3572.0,10708.0,4173.0,7.0
202007,RHEINLAND-PFALZ,6558.0,6541.0,3335.0,3332.0,52.0,27.0,804.0,2197.0,815.0,1.0
202007,SAARLAND,1986.0,1984.0,864.0,864.0,4.0,9.0,153.0,1006.0,187.0,
202007,SACHSEN,6019.0,6012.0,3035.0,3035.0,34.0,23.0,451.0,1620.0,437.0,3.0
202007,SACHSEN-ANHALT,3110.0,3109.0,1339.0,1339.0,14.0,17.0,180.0,731.0,196.0,
202007,SCHLESWIG-HOLSTEIN,3976.0,3961.0,2422.0,2422.0,18.0,16.0,725.0,1175.0,464.0,
202007,THÜRINGEN,3416.0,3415.0,1648.0,1648.0,12.0,6.0,212.0,988.0,372.0,
202007,SONSTIGE,42.0,42.0,62.0,62.0,,,12.0,38.0,18.0,
202007,DEUTSCHLAND,154352.0,153693.0,89543.0,89454.0,784.0,933.0,16798.0,52488.0,19119.0,40.0
202006,BADEN-WÜRTTEMBERG,14513.0,14472.0,9383.0,9374.0,71.0,139.0,1264.0,4846.0,1926.0,5.0
202006,BAYERN,19865.0,19725.0,14567.0,14521.0,71.0,176.0,1457.0,6384.0,2194.0,
202006,BERLIN,1889.0,1881.0,910.0,910.0,1.0,11.0,132.0,611.0,236.0,1.0
202006,BRANDENBURG,2299.0,2296.0,1196.0,1196.0,8.0,22.0,129.0,550.0,175.0,
202006,BREMEN,587.0,587.0,433.0,433.0,,3.0,45.0,243.0,111.0,
202006,HAMBURG,4067.0,4063.0,3216.0,3216.0,1.0,7.0,185.0,1312.0,312.0,2.0
202006,HESSEN,15483.0,15478.0,8388.0,8386.0,24.0,85.0,728.0,3137.0,1045.0,2.0
202006,MECKLENBURG-VORPOMMERN,1612.0,1611.0,726.0,725.0,3.0,7.0,62.0,300.0,89.0,
202006,NIEDERSACHSEN,11156.0,11066.0,7364.0,7342.0,22.0,52.0,1249.0,2422.0,1100.0,3.0
202006,NORDRHEIN-WESTFALEN,23345.0,23319.0,11629.0,11628.0,104.0,157.0,1620.0,6189.0,2223.0,9.0
202006,RHEINLAND-PFALZ,4425.0,4413.0,2283.0,2283.0,16.0,16.0,289.0,1088.0,378.0,
202006,SAARLAND,1532.0,1530.0,764.0,764.0,1.0,5.0,63.0,324.0,87.0,1.0
202006,SACHSEN,4792.0,4784.0,2365.0,2365.0,6.0,24.0,308.0,1047.0,286.0,1.0
202006,SACHSEN-ANHALT,2513.0,2512.0,998.0,998.0,3.0,12.0,92.0,476.0,135.0,
202006,SCHLESWIG-HOLSTEIN,2811.0,2806.0,1836.0,1834.0,4.0,26.0,393.0,758.0,271.0,5.0
202006,THÜRINGEN,2579.0,2578.0,1209.0,1209.0,4.0,9.0,100.0,552.0,173.0,
202006,SONSTIGE,12.0,12.0,33.0,33.0,,,3.0,15.0,8.0,
202006,DEUTSCHLAND,113480.0,113133.0,67300.0,67217.0,339.0,751.0,8119.0,30254.0,10749.0,29.0
202005,BADEN-WÜRTTEMBERG,10584.0,10559.0,8035.0,8034.0,14.0,39.0,773.0,3455.0,1181.0,8.0
202005,BAYERN,17573.0,17458.0,12453.0,12431.0,25.0,114.0,1184.0,5357.0,1261.0,1.0
202005,BERLIN,1862.0,1857.0,814.0,814.0,,12.0,130.0,609.0,179.0,1.0
202005,BRANDENBURG,1928.0,1926.0,929.0,929.0,53.0,6.0,119.0,384.0,92.0,2.0
202005,BREMEN,470.0,469.0,327.0,327.0,2.0,2.0,20.0,157.0,41.0,
202005,HAMBURG,3514.0,3509.0,2054.0,2054.0,1.0,5.0,120.0,958.0,195.0,1.0
202005,HESSEN,9340.0,9327.0,5123.0,5123.0,9.0,46.0,375.0,2150.0,757.0,1.0
202005,MECKLENBURG-VORPOMMERN,1116.0,1116.0,619.0,619.0,3.0,4.0,31.0,198.0,48.0,
202005,NIEDERSACHSEN,8510.0,8434.0,5646.0,5629.0,10.0,33.0,872.0,1602.0,597.0,2.0
202005,NORDRHEIN-WESTFALEN,17419.0,17392.0,10025.0,10025.0,49.0,83.0,1233.0,4781.0,1513.0,6.0
202005,RHEINLAND-PFALZ,3451.0,3444.0,1878.0,1877.0,8.0,7.0,201.0,843.0,281.0,1.0
202005,SAARLAND,1108.0,1106.0,507.0,507.0,1.0,5.0,30.0,313.0,84.0,
202005,SACHSEN,3352.0,3350.0,1623.0,1623.0,18.0,9.0,104.0,790.0,178.0,1.0
202005,SACHSEN-ANHALT,1638.0,1635.0,838.0,838.0,3.0,4.0,53.0,292.0,62.0,
202005,SCHLESWIG-HOLSTEIN,2038.0,2034.0,1389.0,1388.0,2.0,5.0,271.0,518.0,176.0,1.0
202005,THÜRINGEN,1993.0,1991.0,946.0,946.0,2.0,4.0,58.0,423.0,109.0,1.0
202005,SONSTIGE,8.0,8.0,12.0,12.0,,,4.0,14.0,1.0,
202005,DEUTSCHLAND,85904.0,85615.0,53218.0,53176.0,200.0,378.0,5578.0,22844.0,6755.0,26.0
202004,BADEN-WÜRTTEMBERG,8214.0,8170.0,5762.0,5755.0,13.0,33.0,728.0,2509.0,935.0,2.0
202004,BAYERN,11103.0,10892.0,7576.0,7524.0,92.0,62.0,928.0,3171.0,1038.0,3.0
202004,BERLIN,1489.0,1480.0,740.0,740.0,1.0,6.0,150.0,497.0,194.0,1.0
202004,BRANDENBURG,1348.0,1347.0,679.0,679.0,5.0,2.0,86.0,381.0,100.0,1.0
202004,BREMEN,283.0,283.0,254.0,253.0,,6.0,21.0,122.0,48.0,
202004,HAMBURG,1033.0,1026.0,1273.0,1273.0,2.0,2.0,96.0,382.0,159.0,2.0
202004,HESSEN,5629.0,5615.0,3488.0,3488.0,3.0,28.0,298.0,1497.0,494.0,2.0
202004,MECKLENBURG-VORPOMMERN,1057.0,1055.0,494.0,494.0,3.0,1.0,36.0,177.0,48.0,
202004,NIEDERSACHSEN,6713.0,6594.0,4295.0,4265.0,4.0,36.0,606.0,1244.0,500.0,1.0
202004,NORDRHEIN-WESTFALEN,12966.0,12931.0,8536.0,8536.0,49.0,73.0,1038.0,4057.0,1383.0,7.0
202004,RHEINLAND-PFALZ,2619.0,2605.0,1469.0,1468.0,5.0,13.0,219.0,674.0,221.0,
202004,SAARLAND,824.0,824.0,378.0,378.0,1.0,1.0,30.0,181.0,58.0,
202004,SACHSEN,2776.0,2774.0,1379.0,1379.0,4.0,9.0,101.0,662.0,145.0,
202004,SACHSEN-ANHALT,1107.0,1104.0,589.0,589.0,4.0,4.0,46.0,257.0,59.0,1.0
202004,SCHLESWIG-HOLSTEIN,1701.0,1696.0,1195.0,1195.0,3.0,4.0,193.0,412.0,149.0,4.0
202004,THÜRINGEN,1425.0,1424.0,708.0,708.0,2.0,6.0,59.0,340.0,83.0,
202004,SONSTIGE,8.0,8.0,21.0,21.0,,,,10.0,4.0,
202004,DEUTSCHLAND,60295.0,59828.0,38836.0,38745.0,191.0,286.0,4635.0,16573.0,5618.0,24.0
202003,BADEN-WÜRTTEMBERG,15388.0,15331.0,10475.0,10458.0,7.0,95.0,1498.0,4511.0,1457.0,2.0
202003,BAYERN,20043.0,19796.0,12661.0,12590.0,7.0,86.0,2057.0,5902.0,2046.0,
202003,BERLIN,2166.0,2161.0,1218.0,1218.0,,15.0,223.0,675.0,215.0,
202003,BRANDENBURG,2450.0,2447.0,1131.0,1131.0,2.0,7.0,307.0,517.0,133.0,
202003,BREMEN,580.0,580.0,515.0,515.0,6.0,1.0,56.0,208.0,74.0,
202003,HAMBURG,2650.0,2649.0,2331.0,2331.0,,7.0,230.0,875.0,262.0,2.0
202003,HESSEN,10173.0,10155.0,6651.0,6650.0,8.0,44.0,762.0,2455.0,795.0,1.0
202003,MECKLENBURG-VORPOMMERN,1557.0,1556.0,838.0,838.0,1.0,5.0,99.0,327.0,79.0,1.0
202003,NIEDERSACHSEN,11613.0,11478.0,9098.0,9028.0,9.0,71.0,1402.0,2607.0,1130.0,3.0
202003,NORDRHEIN-WESTFALEN,23323.0,23291.0,13721.0,13721.0,29.0,115.0,2167.0,6511.0,2163.0,5.0
202003,RHEINLAND-PFALZ,4511.0,4501.0,2423.0,2421.0,4.0,11.0,501.0,1178.0,335.0,2.0
202003,SAARLAND,1451.0,1450.0,513.0,513.0,1.0,11.0,78.0,285.0,70.0,
202003,SACHSEN,4346.0,4339.0,2233.0,2233.0,5.0,14.0,271.0,991.0,228.0,5.0
202003,SACHSEN-ANHALT,2191.0,2190.0,1041.0,1041.0,,11.0,120.0,461.0,98.0,
202003,SCHLESWIG-HOLSTEIN,2651.0,2640.0,1859.0,1858.0,2.0,9.0,387.0,709.0,234.0,1.0
202003,THÜRINGEN,2404.0,2402.0,1195.0,1195.0,1.0,5.0,166.0,508.0,96.0,
202003,SONSTIGE,10.0,10.0,34.0,34.0,,,5.0,15.0,11.0,
202003,DEUTSCHLAND,107507.0,106976.0,67937.0,67775.0,82.0,507.0,10329.0,28735.0,9426.0,22.0
202002,BADEN-WÜRTTEMBERG,17161.0,17106.0,11775.0,11762.0,6.0,87.0,1283.0,4580.0,1226.0,5.0
202002,BAYERN,23442.0,23172.0,16659.0,16601.0,8.0,104.0,1596.0,6942.0,1834.0,2.0
202002,BERLIN,3451.0,3440.0,1544.0,1544.0,,26.0,235.0,895.0,240.0,3.0
202002,BRANDENBURG,2703.0,2698.0,1185.0,1185.0,1.0,10.0,128.0,565.0,127.0,1.0
202002,BREMEN,631.0,631.0,458.0,458.0,,,49.0,237.0,69.0,
202002,HAMBURG,5228.0,5223.0,2788.0,2788.0,,6.0,148.0,1075.0,204.0,1.0
202002,HESSEN,14347.0,14332.0,8249.0,8249.0,1.0,136.0,659.0,2643.0,784.0,2.0
202002,MECKLENBURG-VORPOMMERN,1343.0,1341.0,797.0,797.0,,4.0,81.0,316.0,64.0,
202002,NIEDERSACHSEN,11860.0,11749.0,8377.0,8355.0,1.0,72.0,1268.0,2378.0,946.0,6.0
202002,NORDRHEIN-WESTFALEN,25754.0,25711.0,14151.0,14143.0,25.0,192.0,1515.0,6222.0,1826.0,3.0
202002,RHEINLAND-PFALZ,4944.0,4939.0,2574.0,2572.0,3.0,28.0,320.0,1115.0,316.0,1.0
202002,SAARLAND,1682.0,1682.0,692.0,692.0,1.0,12.0,71.0,303.0,83.0,
202002,SACHSEN,4460.0,4455.0,2235.0,2235.0,2.0,20.0,224.0,930.0,192.0,
202002,SACHSEN-ANHALT,2262.0,2261.0,1039.0,1039.0,,11.0,91.0,479.0,85.0,
202002,SCHLESWIG-HOLSTEIN,3278.0,3274.0,2010.0,2009.0,1.0,16.0,367.0,779.0,235.0,
202002,THÜRINGEN,2546.0,2545.0,1271.0,1271.0,,24.0,119.0,520.0,113.0,
202002,SONSTIGE,24.0,24.0,48.0,48.0,,,,21.0,10.0,
202002,DEUTSCHLAND,125116.0,124583.0,75852.0,75748.0,49.0,748.0,8154.0,30000.0,8354.0,24.0
202001,BADEN-WÜRTTEMBERG,17468.0,17410.0,12375.0,12355.0,8.0,142.0,960.0,4729.0,1220.0,
202001,BAYERN,21903.0,21701.0,17024.0,16924.0,8.0,167.0,1350.0,7081.0,1960.0,
202001,BERLIN,3536.0,3530.0,1602.0,1602.0,,19.0,283.0,902.0,280.0,1.0
202001,BRANDENBURG,2739.0,2737.0,1142.0,1142.0,,20.0,132.0,560.0,147.0,
202001,BREMEN,762.0,760.0,555.0,555.0,,3.0,31.0,233.0,63.0,
202001,HAMBURG,5860.0,5854.0,3141.0,3141.0,1.0,24.0,140.0,1516.0,203.0,1.0
202001,HESSEN,13536.0,13519.0,8928.0,8928.0,6.0,93.0,699.0,2815.0,769.0,5.0
202001,MECKLENBURG-VORPOMMERN,1593.0,1593.0,829.0,829.0,,8.0,71.0,331.0,77.0,
202001,NIEDERSACHSEN,12164.0,12036.0,8187.0,8162.0,8.0,118.0,1232.0,2080.0,721.0,1.0
202001,NORDRHEIN-WESTFALEN,28228.0,28206.0,16635.0,16634.0,9.0,178.0,1432.0,6590.0,2112.0,1.0
202001,RHEINLAND-PFALZ,5238.0,5229.0,2775.0,2775.0,,22.0,295.0,1139.0,295.0,
202001,SAARLAND,1652.0,1649.0,600.0,600.0,,13.0,60.0,307.0,86.0,1.0
202001,SACHSEN,4176.0,4169.0,2175.0,2175.0,2.0,18.0,261.0,867.0,254.0,
202001,SACHSEN-ANHALT,2281.0,2279.0,1071.0,1071.0,,20.0,112.0,480.0,108.0,2.0
202001,SCHLESWIG-HOLSTEIN,3151.0,3144.0,1867.0,1866.0,2.0,22.0,323.0,646.0,200.0,
202001,THÜRINGEN,2498.0,2497.0,1298.0,1298.0,2.0,15.0,107.0,510.0,135.0,
202001,SONSTIGE,21.0,21.0,53.0,53.0,,,4.0,19.0,9.0,
202001,DEUTSCHLAND,126806.0,126334.0,80257.0,80110.0,46.0,882.0,7492.0,30805.0,8639.0,12.0
202301,BADEN-WÜRTTEMBERG,8124.0,8073.0,5577.0,5555.0,142.0,10.0,3131.0,8131.0,1706.0,3.0
202301,BAYERN,14378.0,14217.0,8358.0,8323.0,156.0,18.0,3274.0,10079.0,1462.0,4.0
202301,BERLIN,2251.0,2240.0,766.0,766.0,14.0,1.0,659.0,1762.0,307.0,5.0
202301,BRANDENBURG,1185.0,1173.0,627.0,627.0,31.0,2.0,292.0,1031.0,107.0,
202301,BREMEN,364.0,364.0,320.0,320.0,5.0,,117.0,666.0,54.0,
202301,HAMBURG,3645.0,3639.0,1487.0,1486.0,11.0,2.0,447.0,2138.0,223.0,
202301,HESSEN,7399.0,7384.0,3787.0,3787.0,81.0,22.0,1480.0,5388.0,1459.0,
202301,MECKLENBURG-VORPOMMERN,794.0,791.0,470.0,470.0,23.0,,160.0,405.0,48.0,
202301,NIEDERSACHSEN,7008.0,6869.0,4394.0,4373.0,97.0,7.0,1713.0,3245.0,584.0,2.0
202301,NORDRHEIN-WESTFALEN,14659.0,14581.0,7999.0,7993.0,256.0,19.0,4167.0,11116.0,1899.0,5.0
202301,RHEINLAND-PFALZ,2656.0,2631.0,1350.0,1348.0,88.0,5.0,917.0,1846.0,301.0,
202301,SAARLAND,930.0,927.0,304.0,302.0,17.0,,186.0,683.0,80.0,
202301,SACHSEN,2344.0,2327.0,1288.0,1286.0,64.0,,437.0,1538.0,234.0,1.0
202301,SACHSEN-ANHALT,1075.0,1065.0,593.0,593.0,25.0,5.0,228.0,905.0,94.0,
202301,SCHLESWIG-HOLSTEIN,1574.0,1567.0,1076.0,1073.0,22.0,1.0,660.0,1125.0,187.0,2.0
202301,THÜRINGEN,1522.0,1516.0,805.0,805.0,36.0,5.0,252.0,678.0,93.0,
202301,SONSTIGE,14.0,14.0,29.0,29.0,,,16.0,36.0,15.0,
202301,DEUTSCHLAND,69922.0,69378.0,39230.0,39136.0,1068.0,97.0,18136.0,50772.0,8853.0,22.0
202302,BADEN-WÜRTTEMBERG,8898.0,8825.0,6132.0,6119.0,104.0,9.0,5575.0,10264.0,2581.0,4.0
202302,BAYERN,17613.0,17378.0,7864.0,7814.0,135.0,16.0,6284.0,12875.0,2167.0,4.0
202302,BERLIN,2114.0,2101.0,735.0,731.0,34.0,1.0,790.0,2326.0,300.0,1.0
202302,BRANDENBURG,1543.0,1529.0,792.0,790.0,26.0,2.0,659.0,1160.0,192.0,
202302,BREMEN,376.0,375.0,268.0,268.0,9.0,1.0,205.0,459.0,97.0,
202302,HAMBURG,2400.0,2396.0,970.0,968.0,10.0,4.0,710.0,2451.0,299.0,
202302,HESSEN,8492.0,8469.0,3860.0,3860.0,46.0,37.0,2906.0,5194.0,1496.0,
202302,MECKLENBURG-VORPOMMERN,725.0,721.0,451.0,446.0,9.0,1.0,257.0,513.0,74.0,
202302,NIEDERSACHSEN,8230.0,8060.0,4289.0,4270.0,75.0,12.0,3529.0,4531.0,791.0,1.0
